kundur.out
KUNDUR 4 MACHINE 12 BUS SYSTEM
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21      
        Time(s) SPD 1[1 22.000 SPD 2[2 22.000 SPD 3[3 22.000 SPD 4[4 22.000 POWR 1[1 22.00 POWR 2[2 22.00 POWR 3[3 22.00 POWR 4[4 22.00 VOLT 1 [1 22.0 VOLT 2 [2 22.0 VOLT 3 [3 22.0 VOLT 4 [4 22.0 VOLT 5 [5 230. VOLT 6 [6 230. VOLT 7 [7 230. VOLT 8 [8 230. VOLT 9 [9 230. VOLT 10 [10 23 VOLT 11 [11 23 VOLT 12 [12 23 VREF 1[1 22.00
                            ]1             ]1             ]1             ]1            0]1            0]1            0]1            0]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          0.00]          0.00]          0.00]            0]1
        7.05985   -0.000195728   -0.000216179   -0.000320337    -0.00031404        7.02204        7.02007        7.20513        7.01849        1.04002        1.00983        1.02998        1.00994        1.01392       0.981483       0.964758        0.95329       0.975674       0.987258        1.01145        0.95329           1.05
        7.07985   -0.000195415   -0.000215447   -0.000318491    -0.00031237        7.02388        7.02098        7.20266        7.01621        1.04003        1.00983        1.02998        1.00993         1.0139        0.98144        0.96469        0.95318       0.975646       0.987249        1.01145        0.95318           1.05
        7.09985   -0.000195424   -0.000214884   -0.000316196   -0.000310288        7.02565        7.02195        7.20023        7.01398        1.04003        1.00982        1.02998        1.00993        1.01388       0.981399       0.964625       0.953074       0.975619       0.987241        1.01145       0.953074           1.05
        7.11985   -0.000195741   -0.000214501   -0.000313463   -0.000307805        7.02734        7.02297        7.19785        7.01181        1.04004        1.00983        1.02998        1.00993        1.01387       0.981361       0.964563        0.95297       0.975594       0.987233        1.01145        0.95297           1.05
        7.13985   -0.000196352   -0.000214304   -0.000310304   -0.000304935        7.02895        7.02404        7.19553        7.00971        1.04005        1.00983        1.02998        1.00993        1.01386       0.981326       0.964504        0.95287       0.975569       0.987226        1.01145        0.95287           1.05
        7.15985    -0.00019724   -0.000214302   -0.000306734   -0.000301693        7.03046        7.02514         7.1933         7.0077        1.04006        1.00984        1.02998        1.00993        1.01384       0.981294       0.964449       0.952775       0.975546        0.98722        1.01145       0.952775           1.05
        7.17984   -0.000198387   -0.000214499   -0.000302772   -0.000298098        7.03187        7.02627        7.19117        7.00579        1.04006        1.00984        1.02998        1.00993        1.01383       0.981265       0.964398       0.952685       0.975524       0.987214        1.01145       0.952685           1.05
        7.19984   -0.000199773   -0.000214897   -0.000298437   -0.000294171        7.03316        7.02742        7.18914        7.00399        1.04007        1.00985        1.02997        1.00993        1.01383       0.981239       0.964351       0.952601       0.975504       0.987209        1.01146       0.952601           1.05
        7.21984   -0.000201381   -0.000215499   -0.000293753   -0.000289934        7.03435        7.02857        7.18725         7.0023        1.04008        1.00986        1.02997        1.00993        1.01382       0.981216       0.964309       0.952523       0.975486       0.987205        1.01146       0.952523           1.05
        7.23984   -0.000203189   -0.000216301   -0.000288744    -0.00028541        7.03544        7.02971        7.18548        7.00075        1.04009        1.00987        1.02997        1.00993        1.01382       0.981198       0.964271       0.952451       0.975469       0.987201        1.01146       0.952451           1.05
        7.25984   -0.000205178   -0.000217301   -0.000283439   -0.000280624        7.03641        7.03082        7.18387        6.99934         1.0401        1.00989        1.02997        1.00993        1.01382       0.981182       0.964239       0.952387       0.975455       0.987198        1.01146       0.952387           1.05
        7.27984   -0.000207328   -0.000218494   -0.000277866   -0.000275605        7.03727        7.03189        7.18241        6.99807        1.04011         1.0099        1.02997        1.00993        1.01382        0.98117       0.964212        0.95233       0.975442       0.987196        1.01146        0.95233           1.05
        7.29984   -0.000209621   -0.000219869   -0.000272058   -0.000270379        7.03802        7.03291        7.18113        6.99695        1.04012        1.00992        1.02997        1.00993        1.01382       0.981162        0.96419       0.952282       0.975432       0.987195        1.01146       0.952282           1.05
        7.31983   -0.000212036   -0.000221417   -0.000266046   -0.000264977        7.03867        7.03387        7.18003        6.99599        1.04013        1.00993        1.02997        1.00994        1.01382       0.981158       0.964173       0.952241       0.975423       0.987195        1.01146       0.952241           1.05
        7.33983   -0.000214555   -0.000223125   -0.000259867   -0.000259429        7.03921        7.03475         7.1791        6.99519        1.04014        1.00995        1.02997        1.00994        1.01383       0.981158       0.964163       0.952209       0.975417       0.987195        1.01146       0.952209           1.05
        7.35983    -0.00021716   -0.000224977   -0.000253554   -0.000253766        7.03966        7.03553        7.17838        6.99456        1.04015        1.00997        1.02997        1.00994        1.01383       0.981161       0.964158       0.952185       0.975413       0.987196        1.01147       0.952185           1.05
        7.37983   -0.000219834   -0.000226956   -0.000247146   -0.000248018        7.04001        7.03622        7.17785        6.99409        1.04016        1.00999        1.02997        1.00995        1.01384       0.981169       0.964158        0.95217       0.975412       0.987198        1.01147        0.95217           1.05
        7.39983    -0.00022256   -0.000229043   -0.000240678   -0.000242219        7.04027        7.03679        7.17752         6.9938        1.04017        1.01001        1.02997        1.00995        1.01385       0.981179       0.964164       0.952164       0.975413       0.987201        1.01147       0.952164           1.05
        7.41983   -0.000225323   -0.000231217    -0.00023419   -0.000236399        7.04044        7.03725         7.1774        6.99367        1.04019        1.01003        1.02997        1.00995        1.01386       0.981193       0.964175       0.952166       0.975416       0.987204        1.01147       0.952166           1.05
        7.43983   -0.000228106   -0.000233457   -0.000227718   -0.000230592        7.04053        7.03757        7.17747        6.99372         1.0402        1.01006        1.02997        1.00996        1.01388       0.981211       0.964192       0.952178       0.975421       0.987208        1.01147       0.952178           1.05
        7.45982   -0.000230896   -0.000235739   -0.000221301   -0.000224829        7.04054        7.03776        7.17776        6.99394        1.04021        1.01008        1.02997        1.00996        1.01389       0.981232       0.964214       0.952198       0.975429       0.987213        1.01147       0.952198           1.05
